order_id,store_code,order_date,gross_sales,promo_deductions,guest_count
QU-000962,STR-B03,2024-05-07,391.96,0.0,8
QU-000963,STR-B03,2024-05-07,315.88,25.27,5
QU-000964,STR-B03,2024-05-08,216.82,17.35,8
QU-000965,STR-B03,2024-05-08,145.68,11.65,5
QU-000966,STR-B03,2024-05-09,154.65,18.56,4
QU-000967,STR-B03,2024-05-09,374.44,0.0,2
QU-000968,STR-B03,2024-05-09,332.06,0.0,7
QU-000969,STR-B03,2024-05-09,283.79,0.0,1
QU-000970,STR-B03,2024-05-09,103.84,12.46,8
QU-000971,STR-B03,2024-05-10,215.37,0.0,10
QU-000972,STR-B03,2024-05-10,308.38,37.01,10
QU-000973,STR-B03,2024-05-10,196.48,15.72,5
QU-000974,STR-B03,2024-05-10,146.39,0.0,9
QU-000975,STR-B03,2024-05-10,144.46,0.0,9
QU-000976,STR-B03,2024-05-10,239.92,28.79,8
QU-000977,STR-B03,2024-05-11,506.03,0.0,5
QU-000978,STR-B03,2024-05-11,311.76,0.0,1
QU-000979,STR-B03,2024-05-11,237.23,0.0,8
QU-000980,STR-B03,2024-05-11,332.41,39.89,2
QU-000981,STR-B03,2024-05-12,419.82,50.38,5
QU-000982,STR-B03,2024-05-12,188.3,0.0,7
QU-000983,STR-B03,2024-05-12,240.62,0.0,3
QU-000984,STR-B03,2024-05-12,517.38,0.0,5
QU-000985,STR-B03,2024-05-12,177.97,0.0,5
QU-000986,STR-B03,2024-05-12,114.03,9.12,1
QU-000987,STR-B03,2024-05-13,268.19,0.0,2
QU-000988,STR-B03,2024-05-13,494.2,0.0,10
QU-000989,STR-B03,2024-05-14,352.45,0.0,4
QU-000990,STR-B03,2024-05-14,228.75,18.3,9
QU-000991,STR-B03,2024-05-14,412.29,0.0,6
QU-000992,STR-B03,2024-05-14,356.33,28.51,4
QU-000993,STR-B03,2024-05-15,157.1,0.0,2
QU-000994,STR-B03,2024-05-15,363.99,0.0,3
QU-000995,STR-B03,2024-05-16,222.68,0.0,2
QU-000996,STR-B03,2024-05-16,508.01,60.96,2
QU-000997,STR-B03,2024-05-16,227.31,0.0,8
QU-000998,STR-B03,2024-05-16,509.11,61.09,10
QU-000999,STR-B03,2024-05-16,183.49,14.68,8
QU-001000,STR-B03,2024-05-17,299.67,0.0,1
QU-001001,STR-B03,2024-05-17,280.9,33.71,6
QU-001002,STR-B03,2024-05-17,497.21,0.0,7
QU-001003,STR-B03,2024-05-17,491.04,39.28,4
QU-001004,STR-B03,2024-05-18,280.83,0.0,5
QU-001005,STR-B03,2024-05-18,396.93,0.0,3
QU-001006,STR-B03,2024-05-18,273.79,21.9,3
QU-001007,STR-B03,2024-05-18,91.43,7.31,10
QU-001008,STR-B03,2024-05-18,315.87,0.0,8
QU-001009,STR-B03,2024-05-19,296.94,35.63,4
QU-001010,STR-B03,2024-05-19,279.6,33.55,8
QU-001011,STR-B03,2024-05-19,302.69,0.0,3
QU-001012,STR-B03,2024-05-19,391.16,0.0,10
QU-001013,STR-B03,2024-05-20,449.4,0.0,7
QU-001014,STR-B03,2024-05-20,333.26,0.0,9
QU-001015,STR-B03,2024-05-20,219.23,0.0,5
QU-001016,STR-B03,2024-05-20,136.28,16.35,9
QU-001017,STR-B03,2024-05-20,379.66,45.56,6
QU-001018,STR-B03,2024-05-21,508.43,61.01,3
QU-001019,STR-B03,2024-05-21,316.74,25.34,3
QU-001020,STR-B03,2024-05-21,409.22,0.0,2
QU-001021,STR-B03,2024-05-21,270.35,0.0,2
QU-001022,STR-B03,2024-05-21,225.74,27.09,6
QU-001023,STR-B03,2024-05-22,297.12,0.0,8
QU-001024,STR-B03,2024-05-22,456.47,54.78,8
QU-001025,STR-B03,2024-05-22,501.83,0.0,6
QU-001026,STR-B03,2024-05-23,173.02,0.0,2
QU-001027,STR-B03,2024-05-23,509.69,40.78,10
QU-001028,STR-B03,2024-05-23,494.54,0.0,2
QU-001029,STR-B03,2024-05-24,365.69,29.26,6
QU-001030,STR-B03,2024-05-24,475.6,0.0,10
QU-001031,STR-B03,2024-05-24,447.69,0.0,8
QU-001032,STR-B03,2024-05-24,253.17,0.0,3
QU-001033,STR-B03,2024-05-24,138.4,0.0,1
QU-001034,STR-B03,2024-05-25,163.76,19.65,7
QU-001035,STR-B03,2024-05-25,222.31,26.68,10
QU-001036,STR-B03,2024-05-25,243.41,29.21,8
QU-001037,STR-B03,2024-05-25,114.25,0.0,6
QU-001038,STR-B03,2024-05-26,363.69,0.0,4
QU-001039,STR-B03,2024-05-26,310.48,0.0,7
QU-001040,STR-B03,2024-05-26,173.11,20.77,1
QU-001041,STR-B03,2024-05-26,232.29,0.0,8
QU-001042,STR-B03,2024-05-27,514.1,0.0,3
QU-001043,STR-B03,2024-05-27,403.98,32.32,10
QU-001044,STR-B03,2024-05-27,479.95,0.0,8
QU-001045,STR-B03,2024-05-27,213.4,17.07,3
QU-001046,STR-B03,2024-05-27,166.96,20.04,10
QU-001047,STR-B03,2024-05-28,226.42,0.0,2
QU-001048,STR-B03,2024-05-28,411.15,0.0,3
QU-001049,STR-B03,2024-05-28,377.38,0.0,9
QU-001050,STR-B03,2024-05-28,301.56,0.0,8
QU-001051,STR-B03,2024-05-28,229.82,27.58,4
QU-001052,STR-B03,2024-05-29,223.51,0.0,5
QU-001053,STR-B03,2024-05-29,371.28,0.0,2
QU-001054,STR-B03,2024-05-30,373.7,0.0,10
QU-001055,STR-B03,2024-05-30,507.61,40.61,3
QU-001056,STR-B03,2024-05-30,362.19,0.0,9
QU-001057,STR-B03,2024-05-30,209.52,25.14,3
QU-001058,STR-B03,2024-05-30,419.77,33.58,2
QU-001059,STR-B03,2024-05-31,283.7,0.0,7
QU-001060,STR-B03,2024-05-31,317.02,0.0,8
QU-001061,STR-B03,2024-05-31,115.28,0.0,9
QU-001062,STR-B03,2024-05-31,157.1,0.0,2
QU-001063,STR-B03,2024-05-31,429.83,0.0,2
QU-001064,STR-B03,2024-05-31,370.8,29.66,8
QU-001065,STR-B03,2024-06-01,518.8,41.5,6
QU-001066,STR-B03,2024-06-01,338.99,0.0,5
QU-001067,STR-B03,2024-06-01,446.33,0.0,7
QU-001068,STR-B03,2024-06-01,274.74,0.0,10
QU-001069,STR-B03,2024-06-01,265.52,21.24,8
QU-001070,STR-B03,2024-06-02,432.37,0.0,6
QU-001071,STR-B03,2024-06-02,113.47,0.0,4
QU-001072,STR-B03,2024-06-02,207.01,0.0,2
QU-001073,STR-B03,2024-06-02,90.43,0.0,7
QU-001074,STR-B03,2024-06-02,371.24,0.0,8
QU-001075,STR-B03,2024-06-02,252.75,0.0,8
QU-001076,STR-B03,2024-06-02,249.16,19.93,6
QU-001077,STR-B03,2024-06-03,469.43,0.0,10
QU-001078,STR-B03,2024-06-03,366.44,29.32,5
QU-001079,STR-B03,2024-06-03,125.94,0.0,6
QU-001080,STR-B03,2024-06-03,91.17,10.94,6
QU-001081,STR-B03,2024-06-03,354.15,0.0,4
QU-001082,STR-B03,2024-06-04,113.44,0.0,7
QU-001083,STR-B03,2024-06-04,417.13,0.0,2
QU-001084,STR-B03,2024-06-04,223.57,17.89,1
QU-001085,STR-B03,2024-06-05,450.28,36.02,6
QU-001086,STR-B03,2024-06-05,184.73,14.78,4
QU-001087,STR-B03,2024-06-05,449.64,0.0,6
QU-001088,STR-B03,2024-06-05,177.65,0.0,3
QU-001089,STR-B03,2024-06-05,323.56,0.0,8
QU-001090,STR-B03,2024-06-06,363.03,29.04,3
QU-001091,STR-B03,2024-06-06,338.88,0.0,10
QU-001092,STR-B03,2024-06-07,137.92,0.0,8
QU-001093,STR-B03,2024-06-07,137.97,0.0,7
QU-001094,STR-B03,2024-06-07,261.17,20.89,10
QU-001095,STR-B03,2024-06-07,113.47,9.08,8
QU-001096,STR-B03,2024-06-07,114.8,13.78,1
QU-001097,STR-B03,2024-06-07,205.75,0.0,8
QU-001098,STR-B03,2024-06-07,372.48,44.7,8
QU-001099,STR-B03,2024-06-08,351.78,0.0,2
QU-001100,STR-B03,2024-06-08,345.6,0.0,7
QU-001101,STR-B03,2024-06-08,280.56,33.67,10
QU-001102,STR-B03,2024-06-08,256.51,0.0,9
QU-001103,STR-B03,2024-06-08,288.31,34.6,7
QU-001104,STR-B03,2024-06-08,445.78,0.0,3
QU-001105,STR-B03,2024-06-08,350.19,42.02,4
QU-001106,STR-B03,2024-06-09,310.64,24.85,9
QU-001107,STR-B03,2024-06-09,312.34,24.99,8
QU-001108,STR-B03,2024-06-09,455.29,54.63,9
QU-001109,STR-B03,2024-06-09,479.72,0.0,5
QU-001110,STR-B03,2024-06-10,285.77,34.29,7
QU-001111,STR-B03,2024-06-10,514.07,41.13,9
QU-001112,STR-B03,2024-06-10,385.22,0.0,8
QU-001113,STR-B03,2024-06-11,485.86,0.0,4
QU-001114,STR-B03,2024-06-11,95.25,0.0,10
QU-001115,STR-B03,2024-06-11,396.6,0.0,6
QU-001116,STR-B03,2024-06-11,200.66,0.0,10
QU-001117,STR-B03,2024-06-12,96.86,0.0,4
QU-001118,STR-B03,2024-06-12,255.4,0.0,2
QU-001119,STR-B03,2024-06-12,118.22,0.0,7
QU-001120,STR-B03,2024-06-12,281.81,33.82,2
QU-001121,STR-B03,2024-06-13,97.64,0.0,9
QU-001122,STR-B03,2024-06-13,168.48,0.0,7
QU-001123,STR-B03,2024-06-13,222.69,26.72,2
QU-001124,STR-B03,2024-06-13,365.51,29.24,2
QU-001125,STR-B03,2024-06-14,430.61,0.0,10
QU-001126,STR-B03,2024-06-14,209.78,0.0,4
QU-001127,STR-B03,2024-06-14,374.08,0.0,10
QU-001128,STR-B03,2024-06-14,265.57,0.0,8
QU-001129,STR-B03,2024-06-14,512.86,0.0,4
QU-001130,STR-B03,2024-06-14,140.81,16.9,2
QU-001131,STR-B03,2024-06-14,246.77,29.61,2
QU-001132,STR-B03,2024-06-15,253.92,30.47,1
QU-001133,STR-B03,2024-06-15,101.32,8.11,10
QU-001134,STR-B03,2024-06-15,110.71,8.86,5
QU-001135,STR-B03,2024-06-15,211.01,0.0,1
QU-001136,STR-B03,2024-06-15,421.09,50.53,2
QU-001137,STR-B03,2024-06-16,132.24,0.0,10
QU-001138,STR-B03,2024-06-16,199.63,0.0,8
QU-001139,STR-B03,2024-06-16,330.68,0.0,2
QU-001140,STR-B03,2024-06-16,357.57,0.0,7
QU-001141,STR-B03,2024-06-16,429.53,51.54,10
QU-001142,STR-B03,2024-06-16,113.37,13.6,9
QU-001143,STR-B03,2024-06-17,501.6,0.0,7
QU-001144,STR-B03,2024-06-17,445.55,53.47,2
QU-001145,STR-B03,2024-06-17,473.79,0.0,5
QU-001146,STR-B03,2024-06-17,459.86,36.79,7
QU-001147,STR-B03,2024-06-17,464.57,37.17,2
QU-001148,STR-B03,2024-06-18,295.07,23.61,3
QU-001149,STR-B03,2024-06-18,449.16,0.0,3
QU-001150,STR-B03,2024-06-19,265.97,21.28,1
QU-001151,STR-B03,2024-06-19,329.56,0.0,6
QU-001152,STR-B03,2024-06-20,328.38,0.0,1
QU-001153,STR-B03,2024-06-20,199.63,15.97,8
QU-001154,STR-B03,2024-06-20,396.03,47.52,6
QU-001155,STR-B03,2024-06-20,391.72,0.0,5
QU-001156,STR-B03,2024-06-21,104.4,0.0,4
QU-001157,STR-B03,2024-06-21,125.91,0.0,9
QU-001158,STR-B03,2024-06-21,461.88,0.0,8
QU-001159,STR-B03,2024-06-21,239.45,28.73,10
QU-001160,STR-B03,2024-06-22,166.57,0.0,5
QU-001161,STR-B03,2024-06-22,352.63,28.21,7
QU-001162,STR-B03,2024-06-22,203.51,0.0,10
QU-001163,STR-B03,2024-06-22,206.31,0.0,9
QU-001164,STR-B03,2024-06-22,490.85,0.0,6
QU-001165,STR-B03,2024-06-22,122.37,14.68,1
QU-001166,STR-B03,2024-06-22,125.58,0.0,7
QU-001167,STR-B03,2024-06-23,181.27,21.75,3
QU-001168,STR-B03,2024-06-23,512.82,41.03,8
QU-001169,STR-B03,2024-06-23,389.86,31.19,1
QU-001170,STR-B03,2024-06-23,318.55,38.23,5
QU-001171,STR-B03,2024-06-23,455.64,0.0,7
QU-001172,STR-B03,2024-06-24,190.96,0.0,6
QU-001173,STR-B03,2024-06-24,203.49,0.0,5
QU-001174,STR-B03,2024-06-24,321.43,0.0,2
QU-001175,STR-B03,2024-06-25,314.71,0.0,2
QU-001176,STR-B03,2024-06-25,141.91,0.0,8
QU-001177,STR-B03,2024-06-25,264.32,0.0,2
QU-001178,STR-B03,2024-06-26,464.14,0.0,4
QU-001179,STR-B03,2024-06-26,357.7,0.0,6
QU-001180,STR-B03,2024-06-26,436.57,0.0,3
QU-001181,STR-B03,2024-06-26,479.43,0.0,8
QU-001182,STR-B03,2024-06-27,95.99,0.0,10
QU-001183,STR-B03,2024-06-27,302.84,0.0,8
QU-001184,STR-B03,2024-06-27,227.44,0.0,6
QU-001185,STR-B03,2024-06-27,154.35,0.0,3
QU-001186,STR-B03,2024-06-28,190.93,0.0,2
QU-001187,STR-B03,2024-06-28,407.67,48.92,6
QU-001188,STR-B03,2024-06-28,433.0,34.64,10
QU-001189,STR-B03,2024-06-28,470.91,0.0,7
QU-001190,STR-B03,2024-06-28,161.29,0.0,8
QU-001191,STR-B03,2024-06-28,174.83,0.0,6
QU-001192,STR-B03,2024-06-29,95.3,0.0,6
QU-001193,STR-B03,2024-06-29,421.66,50.6,1
QU-001194,STR-B03,2024-06-29,519.58,0.0,9
QU-001195,STR-B03,2024-06-29,163.4,0.0,1
QU-001196,STR-B03,2024-06-30,458.91,55.07,3
QU-001197,STR-B03,2024-06-30,313.34,0.0,6
QU-001198,STR-B03,2024-06-30,405.91,48.71,8
QU-001199,STR-B03,2024-06-30,411.85,49.42,4
QU-001200,STR-B03,2024-06-30,462.94,37.04,1
QU-001201,STR-B03,2024-06-30,419.45,0.0,6
QU-001202,STR-B03,2024-06-30,463.64,37.09,4
QU-001203,STR-B04,2024-04-01,98.37,0.0,6
QU-001204,STR-B04,2024-04-01,241.39,0.0,3
QU-001205,STR-B04,2024-04-01,269.77,0.0,2
QU-001206,STR-B04,2024-04-01,507.94,40.64,6
QU-001207,STR-B04,2024-04-01,455.15,0.0,2
QU-001208,STR-B04,2024-04-02,175.13,0.0,8
QU-001209,STR-B04,2024-04-02,411.32,0.0,5
QU-001210,STR-B04,2024-04-02,419.8,0.0,8
QU-001211,STR-B04,2024-04-02,295.02,0.0,7
QU-001212,STR-B04,2024-04-03,180.96,14.48,2
QU-001213,STR-B04,2024-04-03,191.64,15.33,10
QU-001214,STR-B04,2024-04-03,342.78,27.42,1
QU-001215,STR-B04,2024-04-03,315.76,0.0,4
QU-001216,STR-B04,2024-04-03,307.53,36.9,10
QU-001217,STR-B04,2024-04-04,433.18,0.0,4
QU-001218,STR-B04,2024-04-04,513.31,61.6,7
QU-001219,STR-B04,2024-04-05,284.75,0.0,4
QU-001220,STR-B04,2024-04-05,416.57,33.33,7
QU-001221,STR-B04,2024-04-05,206.03,0.0,6
QU-001222,STR-B04,2024-04-05,138.92,0.0,7
QU-001223,STR-B04,2024-04-05,156.52,0.0,3
QU-001224,STR-B04,2024-04-05,95.17,0.0,5
QU-001225,STR-B04,2024-04-06,447.38,0.0,3
QU-001226,STR-B04,2024-04-06,342.88,27.43,2
QU-001227,STR-B04,2024-04-06,180.17,0.0,8
QU-001228,STR-B04,2024-04-06,122.32,9.79,1
QU-001229,STR-B04,2024-04-06,483.81,38.7,10
QU-001230,STR-B04,2024-04-06,344.83,0.0,10
QU-001231,STR-B04,2024-04-06,347.49,0.0,2
QU-001232,STR-B04,2024-04-07,499.0,59.88,4
QU-001233,STR-B04,2024-04-07,313.04,0.0,10
QU-001234,STR-B04,2024-04-07,150.58,12.05,3
QU-001235,STR-B04,2024-04-07,508.97,61.08,7
QU-001236,STR-B04,2024-04-08,221.64,0.0,8
QU-001237,STR-B04,2024-04-08,307.94,24.64,2
QU-001238,STR-B04,2024-04-09,195.55,0.0,1
QU-001239,STR-B04,2024-04-09,244.93,29.39,6
QU-001240,STR-B04,2024-04-10,482.55,0.0,1
QU-001241,STR-B04,2024-04-10,385.23,30.82,10
QU-001242,STR-B04,2024-04-10,219.04,0.0,4
QU-001243,STR-B04,2024-04-10,227.21,27.27,9
QU-001244,STR-B04,2024-04-10,324.91,38.99,1
QU-001245,STR-B04,2024-04-11,417.89,50.15,2
QU-001246,STR-B04,2024-04-11,129.46,0.0,8
QU-001247,STR-B04,2024-04-11,132.77,15.93,3
QU-001248,STR-B04,2024-04-11,483.06,0.0,7
QU-001249,STR-B04,2024-04-11,101.04,8.08,9
QU-001250,STR-B04,2024-04-12,308.27,0.0,9
QU-001251,STR-B04,2024-04-12,374.81,0.0,5
QU-001252,STR-B04,2024-04-12,426.28,0.0,4
QU-001253,STR-B04,2024-04-12,434.95,34.8,3
QU-001254,STR-B04,2024-04-13,451.38,0.0,7
QU-001255,STR-B04,2024-04-13,459.32,36.75,8
QU-001256,STR-B04,2024-04-13,457.08,0.0,9
QU-001257,STR-B04,2024-04-13,425.98,0.0,2
QU-001258,STR-B04,2024-04-14,384.1,46.09,1
QU-001259,STR-B04,2024-04-14,434.44,0.0,9
QU-001260,STR-B04,2024-04-14,473.52,0.0,1
QU-001261,STR-B04,2024-04-14,421.59,33.73,10
QU-001262,STR-B04,2024-04-15,231.66,18.53,9
QU-001263,STR-B04,2024-04-15,397.87,0.0,3
QU-001264,STR-B04,2024-04-15,140.42,0.0,9
QU-001265,STR-B04,2024-04-15,416.47,0.0,2
QU-001266,STR-B04,2024-04-15,438.62,35.09,5
QU-001267,STR-B04,2024-04-16,161.44,0.0,4
QU-001268,STR-B04,2024-04-16,135.06,0.0,7
QU-001269,STR-B04,2024-04-16,243.43,19.47,5
QU-001270,STR-B04,2024-04-16,256.69,0.0,1
QU-001271,STR-B04,2024-04-16,146.39,0.0,2
QU-001272,STR-B04,2024-04-17,121.03,14.52,2
QU-001273,STR-B04,2024-04-17,282.54,0.0,5
QU-001274,STR-B04,2024-04-17,166.43,0.0,3
QU-001275,STR-B04,2024-04-18,458.09,54.97,9
QU-001276,STR-B04,2024-04-18,327.1,0.0,9
QU-001277,STR-B04,2024-04-18,226.51,0.0,1
QU-001278,STR-B04,2024-04-18,268.24,0.0,5
QU-001279,STR-B04,2024-04-18,140.03,0.0,3
QU-001280,STR-B04,2024-04-19,162.01,12.96,2
QU-001281,STR-B04,2024-04-19,327.89,39.35,2
QU-001282,STR-B04,2024-04-19,94.16,0.0,4
QU-001283,STR-B04,2024-04-19,131.65,0.0,1
QU-001284,STR-B04,2024-04-19,508.64,0.0,8
QU-001285,STR-B04,2024-04-19,348.85,0.0,6
QU-001286,STR-B04,2024-04-19,117.71,9.42,3
QU-001287,STR-B04,2024-04-20,173.84,0.0,2
QU-001288,STR-B04,2024-04-20,182.59,14.61,1
QU-001289,STR-B04,2024-04-20,165.95,19.91,9
QU-001290,STR-B04,2024-04-20,471.69,0.0,10
QU-001291,STR-B04,2024-04-20,224.05,0.0,5
QU-001292,STR-B04,2024-04-21,354.94,0.0,4
QU-001293,STR-B04,2024-04-21,440.86,0.0,8
QU-001294,STR-B04,2024-04-21,302.99,24.24,3
QU-001295,STR-B04,2024-04-21,105.62,0.0,6
QU-001296,STR-B04,2024-04-21,110.88,13.31,9
QU-001297,STR-B04,2024-04-21,93.1,0.0,6
QU-001298,STR-B04,2024-04-21,188.34,0.0,6
QU-001299,STR-B04,2024-04-22,138.18,11.05,3
QU-001300,STR-B04,2024-04-22,271.12,0.0,2
QU-001301,STR-B04,2024-04-23,224.29,26.91,5
QU-001302,STR-B04,2024-04-23,252.48,0.0,8
QU-001303,STR-B04,2024-04-24,105.26,0.0,2
QU-001304,STR-B04,2024-04-24,438.36,0.0,2
QU-001305,STR-B04,2024-04-24,178.98,0.0,1
QU-001306,STR-B04,2024-04-25,280.55,0.0,10
QU-001307,STR-B04,2024-04-25,449.01,0.0,5
QU-001308,STR-B04,2024-04-25,509.45,40.76,5
QU-001309,STR-B04,2024-04-25,130.15,0.0,6
QU-001310,STR-B04,2024-04-25,333.84,26.71,7
QU-001311,STR-B04,2024-04-26,192.71,23.13,1
QU-001312,STR-B04,2024-04-26,185.59,14.85,4
QU-001313,STR-B04,2024-04-26,374.2,44.9,6
QU-001314,STR-B04,2024-04-26,296.62,0.0,4
QU-001315,STR-B04,2024-04-26,350.16,42.02,6
QU-001316,STR-B04,2024-04-26,465.64,0.0,1
QU-001317,STR-B04,2024-04-27,432.03,0.0,2
QU-001318,STR-B04,2024-04-27,258.49,20.68,8
QU-001319,STR-B04,2024-04-27,245.05,0.0,5
QU-001320,STR-B04,2024-04-27,275.13,0.0,2
QU-001321,STR-B04,2024-04-28,258.27,0.0,1
QU-001322,STR-B04,2024-04-28,186.81,0.0,6
QU-001323,STR-B04,2024-04-28,462.92,0.0,9
QU-001324,STR-B04,2024-04-28,398.14,0.0,7
QU-001325,STR-B04,2024-04-28,459.95,0.0,3
QU-001326,STR-B04,2024-04-28,115.22,13.83,2
QU-001327,STR-B04,2024-04-29,150.39,0.0,1
QU-001328,STR-B04,2024-04-29,130.82,0.0,2
QU-001329,STR-B04,2024-04-30,264.57,0.0,10
QU-001330,STR-B04,2024-04-30,138.2,11.06,6
QU-001331,STR-B04,2024-05-01,286.27,0.0,2
QU-001332,STR-B04,2024-05-01,485.23,58.23,3
QU-001333,STR-B04,2024-05-02,440.34,35.23,8
QU-001334,STR-B04,2024-05-02,362.62,0.0,5
QU-001335,STR-B04,2024-05-02,262.53,21.0,3
QU-001336,STR-B04,2024-05-02,374.61,44.95,5
QU-001337,STR-B04,2024-05-02,516.39,61.97,7
QU-001338,STR-B04,2024-05-03,272.74,32.73,8
QU-001339,STR-B04,2024-05-03,427.37,0.0,1
QU-001340,STR-B04,2024-05-03,151.14,0.0,5
QU-001341,STR-B04,2024-05-03,453.49,54.42,8
QU-001342,STR-B04,2024-05-03,124.54,0.0,4
QU-001343,STR-B04,2024-05-03,254.89,0.0,4
QU-001344,STR-B04,2024-05-04,299.79,0.0,2
QU-001345,STR-B04,2024-05-04,198.58,0.0,8
QU-001346,STR-B04,2024-05-04,139.45,16.73,8
QU-001347,STR-B04,2024-05-04,493.19,0.0,4
QU-001348,STR-B04,2024-05-04,117.7,0.0,6
QU-001349,STR-B04,2024-05-04,339.6,0.0,1
QU-001350,STR-B04,2024-05-05,111.39,13.37,1
QU-001351,STR-B04,2024-05-05,511.43,61.37,6
QU-001352,STR-B04,2024-05-05,221.15,0.0,6
QU-001353,STR-B04,2024-05-05,272.63,0.0,3
QU-001354,STR-B04,2024-05-06,385.81,46.3,5
QU-001355,STR-B04,2024-05-06,177.35,0.0,1
QU-001356,STR-B04,2024-05-06,500.19,60.02,1
QU-001357,STR-B04,2024-05-06,333.16,0.0,5
QU-001358,STR-B04,2024-05-06,229.06,27.49,2
QU-001359,STR-B04,2024-05-07,395.2,0.0,8
QU-001360,STR-B04,2024-05-07,107.72,0.0,7
QU-001361,STR-B04,2024-05-07,92.59,0.0,2
QU-001362,STR-B04,2024-05-07,301.55,24.12,1
QU-001363,STR-B04,2024-05-08,164.59,0.0,6
QU-001364,STR-B04,2024-05-08,228.89,0.0,2
QU-001365,STR-B04,2024-05-08,170.93,0.0,8
QU-001366,STR-B04,2024-05-09,170.18,0.0,9
QU-001367,STR-B04,2024-05-09,102.11,12.25,6
QU-001368,STR-B04,2024-05-09,218.64,0.0,8
QU-001369,STR-B04,2024-05-09,249.09,0.0,2
QU-001370,STR-B04,2024-05-09,257.0,20.56,10
QU-001371,STR-B04,2024-05-10,240.93,28.91,5
QU-001372,STR-B04,2024-05-10,328.42,39.41,2
QU-001373,STR-B04,2024-05-10,281.61,33.79,4
QU-001374,STR-B04,2024-05-10,180.85,21.7,7
QU-001375,STR-B04,2024-05-11,101.31,12.16,3
QU-001376,STR-B04,2024-05-11,434.58,34.77,6
QU-001377,STR-B04,2024-05-11,276.65,0.0,3
QU-001378,STR-B04,2024-05-11,439.24,35.14,5
QU-001379,STR-B04,2024-05-12,209.44,16.76,8
QU-001380,STR-B04,2024-05-12,251.69,20.14,9
QU-001381,STR-B04,2024-05-12,441.14,35.29,3
QU-001382,STR-B04,2024-05-12,232.28,0.0,9
QU-001383,STR-B04,2024-05-12,202.44,0.0,1
QU-001384,STR-B04,2024-05-12,410.21,0.0,5
QU-001385,STR-B04,2024-05-12,196.56,23.59,10
QU-001386,STR-B04,2024-05-13,243.16,0.0,10
QU-001387,STR-B04,2024-05-13,338.95,0.0,9
QU-001388,STR-B04,2024-05-13,275.73,0.0,3
QU-001389,STR-B04,2024-05-14,360.32,0.0,5
QU-001390,STR-B04,2024-05-14,192.52,0.0,6
QU-001391,STR-B04,2024-05-14,383.9,0.0,1
QU-001392,STR-B04,2024-05-14,195.83,23.5,7
QU-001393,STR-B04,2024-05-15,448.14,0.0,9
QU-001394,STR-B04,2024-05-15,417.9,0.0,10
QU-001395,STR-B04,2024-05-15,430.41,51.65,1
QU-001396,STR-B04,2024-05-15,424.95,0.0,9
QU-001397,STR-B04,2024-05-16,438.01,0.0,6
QU-001398,STR-B04,2024-05-16,173.75,13.9,8
QU-001399,STR-B04,2024-05-16,184.3,0.0,9
QU-001400,STR-B04,2024-05-17,439.1,0.0,9
QU-001401,STR-B04,2024-05-17,477.54,0.0,1
QU-001402,STR-B04,2024-05-17,134.98,10.8,8
QU-001403,STR-B04,2024-05-17,289.48,23.16,10
QU-001404,STR-B04,2024-05-17,151.2,0.0,10
QU-001405,STR-B04,2024-05-18,405.82,0.0,1
QU-001406,STR-B04,2024-05-18,453.18,0.0,10
QU-001407,STR-B04,2024-05-18,287.03,34.44,6
QU-001408,STR-B04,2024-05-18,510.66,0.0,5
QU-001409,STR-B04,2024-05-19,492.57,0.0,1
QU-001410,STR-B04,2024-05-19,455.35,54.64,2
QU-001411,STR-B04,2024-05-19,472.54,0.0,9
QU-001412,STR-B04,2024-05-19,285.48,22.84,8
QU-001413,STR-B04,2024-05-19,179.12,0.0,4
QU-001414,STR-B04,2024-05-19,140.07,0.0,6
QU-001415,STR-B04,2024-05-20,303.0,36.36,6
QU-001416,STR-B04,2024-05-20,347.77,27.82,10
QU-001417,STR-B04,2024-05-20,160.3,12.82,3
QU-001418,STR-B04,2024-05-20,406.85,0.0,3
QU-001419,STR-B04,2024-05-20,397.88,0.0,3
QU-001420,STR-B04,2024-05-21,497.54,39.8,1
QU-001421,STR-B04,2024-05-21,171.98,20.64,2
QU-001422,STR-B04,2024-05-21,335.52,0.0,6
QU-001423,STR-B04,2024-05-21,265.9,0.0,2
QU-001424,STR-B04,2024-05-22,117.04,0.0,5
QU-001425,STR-B04,2024-05-22,172.21,13.78,7
QU-001426,STR-B04,2024-05-22,312.9,0.0,3
QU-001427,STR-B04,2024-05-22,498.21,59.79,8
QU-001428,STR-B04,2024-05-23,438.58,52.63,2
QU-001429,STR-B04,2024-05-23,365.6,29.25,1
QU-001430,STR-B04,2024-05-23,491.02,0.0,10
QU-001431,STR-B04,2024-05-23,134.41,0.0,3
QU-001432,STR-B04,2024-05-23,382.7,0.0,4
QU-001433,STR-B04,2024-05-24,412.22,32.98,5
QU-001434,STR-B04,2024-05-24,403.42,0.0,8
QU-001435,STR-B04,2024-05-24,197.24,0.0,2
QU-001436,STR-B04,2024-05-24,183.68,0.0,9
QU-001437,STR-B04,2024-05-24,517.98,0.0,5
QU-001438,STR-B04,2024-05-24,122.28,0.0,8
QU-001439,STR-B04,2024-05-24,397.77,31.82,9
QU-001440,STR-B04,2024-05-25,268.04,0.0,2
QU-001441,STR-B04,2024-05-25,408.39,0.0,8
QU-001442,STR-B04,2024-05-25,254.15,0.0,1
